id,level,order,source_order,curriculum,written,reading,meanings,parts_of_speech,common,examples,provenance
n5-vocab-0027,N5,27,43,"{""genki_lesson"": 2}","{""primary"": ""あれ"", ""variants"": [""あれ""], ""without_furigana"": ""あれ"", ""with_furigana"": ""あれ"", ""lookup_text"": ""あれ""}","{""primary"": ""あれ"", ""variants"": [""あれ""], ""source_text"": ""あれ""}","[""that one (over there)""]","[{""code"": ""pn"", ""label"": ""pronoun""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あれなら絶対大丈夫！"", ""japanese_furigana"": ""<furigana>あれなら絶対大丈夫！</furigana>"", ""english"": ""Yeah, she must be the sure thing!"", ""source"": ""tatoeba"", ""source_id"": ""229746""}, {""japanese_raw"": ""あれがこの町の大通りだ。"", ""japanese_furigana"": ""<furigana>あれがこの町の大通りだ。</furigana>"", ""english"": ""That is the main street of this city."", ""source"": ""tatoeba"", ""source_id"": ""229770""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Co(PaI(^/_"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1000580"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0028,N5,28,51,"{""genki_lesson"": 2}","{""primary"": ""いくら"", ""variants"": [""いくら""], ""without_furigana"": ""いくら"", ""with_furigana"": ""いくら"", ""lookup_text"": ""いくら""}","{""primary"": ""いくら"", ""variants"": [""いくら""], ""source_text"": ""いくら""}","[""how much"", ""how many""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""G7]VF2LkZL"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1021180"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0029,N5,29,95,"{""genki_lesson"": 2}","{""primary"": ""鉛筆"", ""variants"": [""鉛筆""], ""without_furigana"": ""鉛筆"", ""with_furigana"": ""{鉛筆}(えんぴつ)"", ""lookup_text"": ""鉛筆""}","{""primary"": ""えんぴつ"", ""variants"": [""えんぴつ""], ""source_text"": ""えんぴつ""}","[""pencil""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ペンか鉛筆を持っていますか。"", ""japanese_furigana"": ""<furigana>ペンか鉛筆を持っていますか。</furigana>"", ""english"": ""Do you have a pen or a pencil?"", ""source"": ""tatoeba"", ""source_id"": ""196645""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""ArKUTnLoi2"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1178590"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0030,N5,30,116,"{""genki_lesson"": 2}","{""primary"": ""お手洗い"", ""variants"": [""お手洗い""], ""without_furigana"": ""お手洗い"", ""with_furigana"": ""お{手洗}(てあら)い"", ""lookup_text"": ""お手洗い""}","{""primary"": ""おてあらい"", ""variants"": [""おてあらい""], ""source_text"": ""おてあらい""}","[""toilet"", ""restroom"", ""bathroom (lit."", ""a place to wash one's hands)""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""お手洗いはどこですか。"", ""japanese_furigana"": ""<furigana>お手洗いはどこですか。</furigana>"", ""english"": ""Where's the restroom?"", ""source"": ""tatoeba"", ""source_id"": ""227063""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""jX+//z~!X8"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1002100"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0031,N5,31,160,"{""genki_lesson"": 2}","{""primary"": ""傘"", ""variants"": [""傘""], ""without_furigana"": ""傘"", ""with_furigana"": ""{傘}(かさ)"", ""lookup_text"": ""傘""}","{""primary"": ""かさ"", ""variants"": [""かさ""], ""source_text"": ""かさ""}","[""umbrella"", ""parasol""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""タクシーに傘を忘れてしまった。"", ""japanese_furigana"": ""<furigana>タクシーに傘を忘れてしまった。</furigana>"", ""english"": ""I left my umbrella in the cab."", ""source"": ""tatoeba"", ""source_id"": ""203724""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""p_LV=Cf?pc"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1301940"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0032,N5,32,172,"{""genki_lesson"": 2}","{""primary"": ""かばん"", ""variants"": [""かばん""], ""without_furigana"": ""かばん"", ""with_furigana"": ""かばん"", ""lookup_text"": ""かばん""}","{""primary"": ""かばん"", ""variants"": [""かばん""], ""source_text"": ""かばん""}","[""bag"", ""basket""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""かばん全部に荷札をつけなさい。"", ""japanese_furigana"": ""<furigana>かばん全部に荷札をつけなさい。</furigana>"", ""english"": ""Attach labels to all the bags."", ""source"": ""tatoeba"", ""source_id"": ""226243""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""M4T~@ehWYB"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1208910"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0033,N5,33,197,"{""genki_lesson"": 2}","{""primary"": ""喫茶店"", ""variants"": [""喫茶店""], ""without_furigana"": ""喫茶店"", ""with_furigana"": ""{喫茶店}(きっさてん)"", ""lookup_text"": ""喫茶店""}","{""primary"": ""きっさてん"", ""variants"": [""きっさてん""], ""source_text"": ""きっさてん""}","[""café""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""私たちは喫茶店で昼食をとった。"", ""japanese_furigana"": ""<furigana>私たちは喫茶店で昼食をとった。</furigana>"", ""english"": ""We ate lunch in a coffee lounge."", ""source"": ""tatoeba"", ""source_id"": ""165940""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""b3?(}lhy[4"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1226440"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0034,N5,34,214,"{""genki_lesson"": 2}","{""primary"": ""銀行"", ""variants"": [""銀行""], ""without_furigana"": ""銀行"", ""with_furigana"": ""{銀行}(ぎんこう)"", ""lookup_text"": ""銀行""}","{""primary"": ""ぎんこう"", ""variants"": [""ぎんこう""], ""source_text"": ""ぎんこう""}","[""bank""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ジェーンはお金を引き出しに銀行へ行った。"", ""japanese_furigana"": ""<furigana>ジェーンはお金を引き出しに銀行へ行った。</furigana>"", ""english"": ""Jane went to the bank to take out some money."", ""source"": ""tatoeba"", ""source_id"": ""216508""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""dJzM6E^Crr"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1243490"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0035,N5,35,221,"{""genki_lesson"": 2}","{""primary"": ""靴"", ""variants"": [""靴""], ""without_furigana"": ""靴"", ""with_furigana"": ""{靴}(くつ)"", ""lookup_text"": ""靴""}","{""primary"": ""くつ"", ""variants"": [""くつ""], ""source_text"": ""くつ""}","[""shoes"", ""footwear""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""くつは革でつくられている。"", ""japanese_furigana"": ""<furigana>くつは革でつくられている。</furigana>"", ""english"": ""The shoes are made of leather."", ""source"": ""tatoeba"", ""source_id"": ""225653""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""n}XPqtAFrb"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1246700"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0036,N5,36,268,"{""genki_lesson"": 2}","{""primary"": ""これ"", ""variants"": [""これ""], ""without_furigana"": ""これ"", ""with_furigana"": ""これ"", ""lookup_text"": ""これ""}","{""primary"": ""これ"", ""variants"": [""これ""], ""source_text"": ""これ""}","[""this one""]","[{""code"": ""pn"", ""label"": ""pronoun""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""これは面白い本だよ。"", ""japanese_furigana"": ""<furigana>これは面白い本だよ。</furigana>"", ""english"": ""This is an interesting book."", ""source"": ""tatoeba"", ""source_id"": ""218077""}, {""japanese_raw"": ""これは兄です。かっこいいですね。"", ""japanese_furigana"": ""<furigana>これは兄です。かっこいいですね。</furigana>"", ""english"": ""This is my brother. Handsome, isn't he?"", ""source"": ""tatoeba"", ""source_id"": ""74148""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""CY7%/#&PC;"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1628530"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0037,N5,37,276,"{""genki_lesson"": 2}","{""primary"": ""財布"", ""variants"": [""財布""], ""without_furigana"": ""財布"", ""with_furigana"": ""{財布}(さいふ)"", ""lookup_text"": ""財布""}","{""primary"": ""さいふ"", ""variants"": [""さいふ""], ""source_text"": ""さいふ""}","[""wallet""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あなたの財布は私のに似ている。"", ""japanese_furigana"": ""<furigana>あなたの財布は私のに似ている。</furigana>"", ""english"": ""Your purse is similar to mine."", ""source"": ""tatoeba"", ""source_id"": ""233280""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""xwbRMO4c<;"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1296970"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0038,N5,38,277,"{""genki_lesson"": 2}","{""primary"": ""魚"", ""variants"": [""魚""], ""without_furigana"": ""魚"", ""with_furigana"": ""{魚}(さかな)"", ""lookup_text"": ""魚""}","{""primary"": ""さかな"", ""variants"": [""さかな""], ""source_text"": ""さかな""}","[""fish""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""こうして私はいつも魚を料理する。"", ""japanese_furigana"": ""<furigana>こうして私はいつも魚を料理する。</furigana>"", ""english"": ""This is how I usually cook fish."", ""source"": ""tatoeba"", ""source_id"": ""225005""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""zzI@?Uq@Z["", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1578010"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0039,N5,39,297,"{""genki_lesson"": 2}","{""primary"": ""辞書"", ""variants"": [""辞書""], ""without_furigana"": ""辞書"", ""with_furigana"": ""{辞書}(じしょ)"", ""lookup_text"": ""辞書""}","{""primary"": ""じしょ"", ""variants"": [""じしょ""], ""source_text"": ""じしょ""}","[""dictionary""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""正確なつづりは辞書で調べなさい。"", ""japanese_furigana"": ""<furigana>正確なつづりは辞書で調べなさい。</furigana>"", ""english"": ""I refer you to the dictionary for the correct spelling."", ""source"": ""tatoeba"", ""source_id"": ""142976""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Ls?+XP<x!7"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1318970"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0040,N5,40,302,"{""genki_lesson"": 2}","{""primary"": ""自転車"", ""variants"": [""自転車""], ""without_furigana"": ""自転車"", ""with_furigana"": ""{自転車}(じてんしゃ)"", ""lookup_text"": ""自転車""}","{""primary"": ""じてんしゃ"", ""variants"": [""じてんしゃ""], ""source_text"": ""じてんしゃ""}","[""bicycle""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ケンは自転車を白く塗りました。"", ""japanese_furigana"": ""<furigana>ケンは自転車を白く塗りました。</furigana>"", ""english"": ""Ken painted his bicycle white."", ""source"": ""tatoeba"", ""source_id"": ""225128""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""cQ/jE!IBMW"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1318290"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0041,N5,41,327,"{""genki_lesson"": 2}","{""primary"": ""新聞"", ""variants"": [""新聞""], ""without_furigana"": ""新聞"", ""with_furigana"": ""{新聞}(しんぶん)"", ""lookup_text"": ""新聞""}","{""primary"": ""しんぶん"", ""variants"": [""しんぶん""], ""source_text"": ""しんぶん""}","[""newspaper""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ジョンのことが新聞に出ていた。"", ""japanese_furigana"": ""<furigana>ジョンのことが新聞に出ていた。</furigana>"", ""english"": ""John was mentioned in the paper."", ""source"": ""tatoeba"", ""source_id"": ""215457""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""u)<uacY_Qa"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1362360"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0042,N5,42,368,"{""genki_lesson"": 2}","{""primary"": ""それ"", ""variants"": [""それ""], ""without_furigana"": ""それ"", ""with_furigana"": ""それ"", ""lookup_text"": ""それ""}","{""primary"": ""それ"", ""variants"": [""それ""], ""source_text"": ""それ""}","[""that one""]","[{""code"": ""pn"", ""label"": ""pronoun""}]",True,"[{""japanese_raw"": ""万一それが起これば、君はどうしますか。"", ""japanese_furigana"": ""<furigana>万一それが起これば、君はどうしますか。</furigana>"", ""english"": ""Should that happen, what will you do?"", ""source"": ""tatoeba"", ""source_id"": ""81191""}, {""japanese_raw"": ""それが高1の時だから17年が経ちました。"", ""japanese_furigana"": ""<furigana>それが高1の時だから17年が経ちました。</furigana>"", ""english"": ""That was when I was in the first year at high school, so 17 years have passed since then."", ""source"": ""tatoeba"", ""source_id"": ""74146""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""t%n)3@@XX+"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1006970"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0043,N5,43,379,"{""genki_lesson"": 2}","{""primary"": ""高い"", ""variants"": [""高い""], ""without_furigana"": ""高い"", ""with_furigana"": ""{高}(たか)い"", ""lookup_text"": ""高い""}","{""primary"": ""たかい"", ""variants"": [""たかい""], ""source_text"": ""たかい""}","[""tall"", ""high"", ""expensive""]","[{""code"": ""adj-i"", ""label"": ""adjective (keiyoushi)""}]",True,"[{""japanese_raw"": ""富士山は日本で一番高い山です。"", ""japanese_furigana"": ""<furigana>富士山は日本で一番高い山です。</furigana>"", ""english"": ""Mt. Fuji is the highest mountain in Japan."", ""source"": ""tatoeba"", ""source_id"": ""84930""}, {""japanese_raw"": ""そんな高い車を買う余裕はありません。"", ""japanese_furigana"": ""<furigana>そんな高い車を買う余裕はありません。</furigana>"", ""english"": ""I can't afford to buy such an expensive car."", ""source"": ""tatoeba"", ""source_id"": ""204136""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""veG&GbRNS("", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1283190"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
